0,1,2,3,4,5,6,7,8,9,10
-0.11658004,-0.37983668,0.89226454,0.78034604,-0.61227196,-0.56116486,0.73674566,-0.07040015,0.5282089,0.9900887,-8.385706
-0.94839954,-0.27251413,-1.1310396,0.16348639,0.52980864,-0.55994755,-0.67394894,0.44762084,-1.2688675,-0.003198062,-22.249094
0.05194478,-0.81517214,2.049342,1.5027542,-1.3508896,-1.5336535,-0.2838319,0.75945115,-1.9255595,-0.18413003,23.178093
0.67253476,-2.2682042,-0.37014067,-0.92742246,0.08838431,-0.45501179,-1.6372087,-0.7201542,-0.3627424,0.9868953,-31.60826
2.5782318,-0.27380005,0.1986682,1.1974083,0.07296967,-0.9685348,-0.20345977,0.045771055,1.5536966,-1.4586895,48.03829
-0.2570602,1.0808548,-0.29250452,1.2208015,-0.8348233,1.0102375,0.37944075,0.026551533,-1.6728969,-0.31743053,21.926907
-1.3790922,-0.16843803,-0.30006146,-0.79114264,-0.00017091214,-0.55377024,-0.88451463,-1.8327962,0.6095265,1.0937302,-39.844566
0.61230534,1.2091246,-1.1752725,-0.26419836,0.42552328,-1.4044524,0.32764152,-0.84659976,-0.673327,-0.45935395,20.007456
-1.3963177,0.115149096,-0.98414505,-0.22358982,-0.7869512,1.8299183,0.5318739,-1.1000607,0.54811865,0.27615947,-33.30148
-0.5862604,-1.086773,1.026193,-0.8038924,-0.804527,0.002614265,0.52967936,0.7948762,-1.0103612,-1.7642429,4.752358
-0.46776187,-0.60869175,-0.29697737,0.755241,-0.30447415,1.044215,0.45507383,-1.0998712,-0.46931165,-0.5220554,-4.031742
-0.6138513,2.831734,-1.7766533,-1.644539,0.82616806,-0.6704401,1.7037492,0.30961022,-0.26040247,-0.6956493,9.210076
-0.6053645,0.078591436,2.1439197,-1.6644489,-2.500708,-0.06668125,0.81896424,-1.5825826,-0.61244994,-0.104950346,8.924919
1.4841018,0.2612717,-1.4836727,0.8653335,0.58167285,0.3881057,-0.43805915,2.0167031,0.26909915,0.02659115,9.874393
1.3489783,-0.94383043,-0.8302432,0.9356507,-0.6504751,0.5622468,0.50094634,-0.8528611,0.08781042,-0.21384458,7.0555544
0.69257826,1.9508135,1.5403333,-1.066775,0.24850309,-0.81733674,-0.4975648,-1.290851,0.31958476,0.79460335,37.5925
-2.149945,-0.8142018,0.39521927,1.4535102,-0.8336146,-0.51326895,-0.5684161,0.024723776,1.0498307,-1.071508,-29.084053
0.6861974,-0.42349023,0.72676545,-0.9319643,-2.5084932,0.9147608,0.09457702,0.6116307,-1.032296,-1.8593804,27.1803
0.55909234,-0.32712224,-0.39972177,-0.13457455,1.5427449,-0.417548,-1.4702007,0.56863767,1.6889516,-0.4151954,-2.9935882
0.6581627,-0.90996057,0.27186054,-0.73788464,-0.5174463,0.86750174,-0.8114371,-0.010795893,1.6361198,-0.4394461,-5.3029337
-0.059974156,0.6122737,0.38750547,1.6449944,-0.14324506,0.6531501,-0.97532064,0.19947816,1.0153133,0.8602981,3.083498
0.996264,0.3139225,-0.2948923,-0.11632699,-1.8993977,-0.6828403,-1.0384588,0.7698088,0.028867971,0.20989053,6.9186215
-0.62193483,-0.3773626,0.72047615,1.7533113,2.263117,1.9413759,0.031612694,0.23873498,-0.27729574,-0.2359908,10.090488
1.4852866,-0.075474314,-0.42705044,-0.65395385,-0.6183563,-1.0604469,0.27926847,-0.93574876,0.04815922,1.5682123,-1.8432
1.4052662,0.2935829,0.44040012,0.14141259,-0.6250027,-0.16142075,-0.5073411,-1.5464364,1.4577149,-1.2710931,36.614876
0.94132143,0.96966577,1.2438691,-0.11067659,1.1116412,-1.2104334,1.3723049,0.5941785,-0.7991914,-0.06735604,42.373207
1.5255105,-0.6521561,-0.3258025,1.2354906,-0.7706007,-0.21550715,-1.0797044,0.67370224,0.12510468,0.12318051,11.66148
-1.0763309,-1.5673451,-0.68609726,-0.1057776,-0.35878685,-0.24564618,-0.3183707,0.44550508,-0.114295274,0.20104566,-45.57207
0.65757173,-2.2499852,0.89945054,0.48511577,-0.8324821,-0.96451735,2.5500994,-0.7588357,0.61226875,-0.44336963,-5.6955585
-0.016673759,1.0597076,-0.22122896,-2.4401355,0.74642485,0.35774642,0.09173961,-0.65390086,0.5606202,-0.5426502,6.2746944
1.7195857,-0.62957644,-1.0599668,0.68876797,-0.4602147,-0.8673543,-0.4796807,-0.79689914,1.6357068,0.4495294,-2.5313427
0.13403836,0.17479578,0.8717793,-0.17036472,-1.1965843,1.1656641,1.5602517,1.8938894,-0.25923586,1.0098492,-1.5269425
0.48204747,-0.28900185,-1.8987321,0.9009127,-2.3894043,-1.2196854,0.36609316,0.5044789,-0.6624655,-0.9390307,-5.8990173
0.6672211,-2.271463,0.033111047,-1.4417748,-0.6139658,0.8031825,0.6726098,-1.1965883,-0.74748594,-0.90004015,-7.9215384
0.3065794,0.36299643,0.30986756,-0.11193304,1.0265874,0.16407184,2.4549727,1.4573717,-0.8565706,0.5590575,9.836039
-0.42186984,0.8817283,0.98572093,-0.38749337,0.29024562,0.22753453,-0.1376557,-0.7135191,0.49519095,0.27333912,9.562049
-1.3661315,1.0227712,0.35272744,-0.33693963,0.8836861,-0.56146944,-1.916654,0.6851841,-0.28464264,-0.025263192,-4.7293224
0.6626327,-1.1366588,0.9855495,-0.3815558,3.5480773,-0.16825673,0.9351504,-1.5298595,0.87577045,0.25254607,7.795843
-0.5321518,-0.40448084,-0.06882083,-0.05428606,-0.9799105,-0.351838,0.0407725,-1.7313309,0.21425715,-0.20400937,-11.627344
0.10876152,-1.4709132,-0.51880574,1.1491559,0.33606493,0.19429198,0.68100846,0.46911517,-0.5003165,1.9987434,-34.110363
1.3510664,-0.5185902,-1.2788485,-0.6216935,0.31885374,0.78742874,-1.1584252,0.6045762,1.7092254,1.2388835,-22.077
0.2852486,-0.5814578,-0.10799304,1.8047898,0.20351145,0.7189816,-1.4020448,1.0684811,0.34978437,0.17716672,-1.2411182
1.7417531,0.71854216,0.058482528,-0.8844259,-1.4045069,1.3343825,-0.012645638,0.6467367,-0.1337983,-0.11659269,30.851643
-0.65659297,1.7121211,0.03750434,0.31319445,-0.45108017,0.69629127,-2.4304771,-0.5499948,0.16129132,-1.0411744,22.57091
0.73101074,-0.9940392,-0.38873938,0.7733337,0.8051889,-0.068625204,-1.6786073,1.2714354,-0.6650945,-0.08568279,1.2461202
1.1753656,0.5365801,-2.3387697,-1.5808601,-0.6674209,1.0466708,-1.1150898,0.3081658,1.9789468,-0.8322698,-8.239575
-0.87996626,0.31773856,-1.3590256,-0.002888067,0.86373276,0.61012745,-0.2852501,-0.4621368,0.12623101,-1.0661252,-9.734833
1.3289559,0.7300956,-1.154081,0.36343586,-0.6603527,0.26676345,1.7547642,-1.3934084,-0.6477909,-1.4076831,37.822727
-0.8359859,-0.7663546,-0.0031343699,1.2532995,-0.449944,-0.6838903,-0.2185805,-0.8920588,0.33132946,-0.7023518,-11.21867
-0.19532512,0.62947667,0.047655057,1.2718085,-0.9997454,-0.4287951,-0.23195691,-0.06482015,-0.4779179,1.4070168,-3.8246233
0.88153094,-2.097453,1.1787701,0.7711929,-1.7499033,-1.1888269,0.45077676,-0.8537636,-1.3093178,0.21873239,4.339404
-1.8598242,-0.5983895,0.5142688,-1.0515513,0.71511,0.68169755,0.79286224,1.4594306,0.3537123,0.8521602,-45.169205
0.0012095133,0.8992076,-0.26632074,0.87462103,0.13562828,-2.3884213,0.16816314,1.1128236,0.25390354,0.037938196,5.659184
-0.9813277,0.43642575,0.1271089,0.65140694,1.1902753,-1.4203829,-0.36267596,-1.3627135,-2.2886872,-0.17059813,11.182822
-1.9664057,-0.46604925,0.5570278,-1.3266006,-0.88381094,1.0955114,0.64000326,1.4344935,1.8293802,0.84150386,-55.87367
-1.1587982,1.1379718,0.42167622,0.44148263,-1.131921,0.629188,0.053123042,1.8704388,-2.2221503,0.065179266,7.335286
0.4054167,-1.0935434,0.6248128,-0.03399758,-0.7081541,-0.45712206,0.6883736,-1.4138234,-0.3712648,0.79879075,-6.047495
1.2326003,1.2937057,0.124139376,0.4970607,0.90623176,-0.52052414,-1.4391779,0.43657684,0.855303,0.73079556,25.923674
1.2771583,-0.44739208,0.60516995,-0.67436767,-0.032247424,-0.9010545,-0.5387734,-0.6054136,0.23934253,-1.1333636,27.46139
0.27166536,1.1087859,0.53107566,0.35132965,-0.077220336,0.17451243,-0.8259806,0.25604337,-2.0088105,1.396897,19.587124
0.045218803,0.06298405,-0.7134669,1.1767861,-0.4253377,-0.37660208,-1.6272937,1.1390501,-0.45846486,0.7837827,-10.216876
0.46900052,-0.18093291,0.32805848,1.9333012,0.65120006,-1.2302872,-0.4605356,0.059777968,0.19663295,-0.69888973,21.780008
-1.4747953,-1.5921727,-1.7252358,-2.0264788,-1.8963023,-1.3946449,-0.72704995,-1.3571092,1.2936798,-0.22985442,-73.3117
1.0219009,-1.4855453,1.9019539,0.914675,-3.585565,1.2817758,0.54549557,-0.26489508,1.2918185,-0.20962033,10.502472
0.31057107,1.4761223,-0.08585329,1.5003343,-1.2499324,0.85723233,-0.97177744,-0.17174728,-0.78033304,0.21825306,27.827824
0.67078304,1.126326,-1.4111061,-0.14214776,-0.04358603,-1.8122289,0.43265826,0.080458835,-0.21261778,-1.2862602,20.796816
-0.19372441,-0.6684145,0.03094324,-0.1766472,1.6098965,-0.8300627,0.8661994,-0.10963713,0.0974129,1.2012426,-21.13769
-0.76100826,0.09562027,0.77156264,0.9515774,0.40060905,0.56135595,-0.14417088,0.21233305,1.0942016,0.7386803,-10.689897
0.012002451,1.4651366,1.2439235,0.91816133,-1.8147813,0.58729976,-0.06359715,-0.17572466,0.32218984,-0.6811673,36.36728
0.51940763,-1.1384987,0.71822405,0.5479245,-0.31163925,-0.37145,-0.05911967,0.7825898,-0.20753266,-0.054878697,2.513867
0.8288502,0.28974098,0.14963254,-0.39701983,-1.8185203,-0.10111053,0.6082369,-0.7479335,0.35328946,0.71081126,4.7520404
-0.68100137,1.6501689,0.68030787,0.5535886,1.3519839,-0.77375925,0.46268487,-1.1213524,-0.7874465,-0.26891527,29.440174
0.41079965,-0.32853797,-1.1887625,0.5100833,-1.1883711,-0.23079872,-0.027986253,1.4046819,-0.69427854,-0.63180953,-3.2678003
1.3517163,-1.5061728,-1.4792407,-0.3347733,-0.9909453,0.62978184,1.8712231,2.445645,0.369551,-1.0444895,-11.398799
0.45207763,-1.8146461,0.9244,1.2941184,-0.9285166,-0.4942469,-1.7844162,0.54512954,1.4086318,0.8670346,-19.917433
0.23750255,-0.77558404,-1.9698353,-0.8532701,-2.8111136,-1.0316743,1.1355606,1.4280344,-1.0462667,1.4426947,-47.457764
0.9824894,-0.19848938,-1.4518889,0.7051441,-1.7551565,-0.8078096,-0.63296765,1.1193485,1.7215568,-0.23924065,-12.18817
-0.7262631,-0.20270514,-1.543445,-0.56275725,-1.5340192,-0.35407117,-0.9965408,-1.2837887,-0.54831845,0.46722516,-33.906563
1.3951523,0.12695432,1.2238913,0.2732638,1.2569817,0.56635416,0.14121345,1.100577,1.7900817,-0.8939308,36.655052
0.4069903,0.9289949,0.77032775,2.8237097,-0.2626738,1.0101272,-0.14350465,-0.9472996,0.58046395,-2.7254727,62.95851
1.4237847,0.2857732,0.9101921,-0.2456022,0.037278328,-0.06810401,-0.23187225,0.6697762,-0.41306752,0.046835024,33.136433
-0.94189507,0.49943435,1.0442199,0.40124768,1.9256977,0.33479744,0.6982699,0.8426505,-0.5535522,-0.7423347,16.663973
-0.6315832,-1.2126803,-1.3945208,0.59418905,0.99978095,-1.6243907,0.8331633,-0.27043292,0.39499047,0.84419096,-45.021706
0.016741032,-1.3012695,1.8328675,1.019749,-0.091890104,2.0800557,0.764416,0.09735042,1.4581895,-0.3563369,5.084157
-1.500288,0.13059416,-0.4187564,1.1579828,0.37002486,0.012613919,-1.1044545,0.2921691,-0.8002091,-0.2792167,-13.651563
-0.018568924,0.11760391,-0.23529588,-2.84783,1.608936,-0.016692922,0.066701576,-0.5795093,1.4690187,-0.7516445,-8.0831785
0.61486197,-0.4040709,1.3280821,-0.32016927,-0.92563826,1.1361526,-0.648878,0.24885492,1.1811888,-0.13805997,10.561324
0.8919273,-1.3355393,-0.41206712,0.7217143,-1.8409631,-1.6590697,-0.6294608,1.2436996,0.25126567,-0.4788385,-8.250495
0.6340124,-0.43669593,-0.1617001,-0.7584722,0.5816812,0.43928707,0.5849078,-0.42711923,1.240938,-0.08204881,-3.2597103
-1.0819527,-0.79364574,1.2294409,0.15466624,1.3557987,-0.8475178,0.058924127,1.0246624,-0.3700691,-1.1158661,-0.020143747
-0.11607506,0.6125295,0.27347156,-0.07102134,0.09452529,0.46607476,0.46388248,-2.3052044,0.32505104,0.43400815,7.396612
-1.5950992,-0.49354097,-1.0359894,1.5794067,2.4586656,-0.9307771,-2.607422,0.44626328,-0.4771275,-0.635393,-22.328226
-0.5795067,1.5801806,1.1598462,1.4033899,0.39368293,-0.64016783,-0.28608185,0.4575606,1.304029,2.636307,-6.207987
-0.8021677,-1.0199194,0.76414585,0.29117328,-1.3605636,0.93760705,-0.96766156,-0.4307749,-1.9647601,0.4180106,-10.850273
-0.3359844,-1.634589,-0.7461161,0.08674865,0.26627693,0.44737396,-0.007001098,-0.8844122,0.53507054,0.05870104,-32.293144
0.25854397,-0.032469813,1.0764974,-1.6068605,1.0661963,-1.5782193,-0.072438076,0.61934435,0.7193783,0.5815412,-2.2878394
-0.9181042,0.9308692,0.30585542,1.0941869,-1.7636361,-0.25444102,0.5323371,1.0853266,-0.90606487,-0.6725771,10.181301
-0.84829664,1.3541214,-1.5596026,1.0287529,-0.42038903,2.0986767,0.18979819,-0.023089387,-0.36893523,-1.2775346,7.9772434
-0.20256416,-0.23011146,0.16020454,0.532002,-0.5545603,1.2871375,-0.34316668,0.54788417,1.1526339,0.6029563,-14.824379
-0.11212787,-0.6376909,0.50583744,1.9295547,0.8160545,-0.79867524,-0.7969458,-2.4733143,-0.7707344,-0.8153187,21.13978
-0.22095805,0.72557414,-0.07818931,2.9012182,-0.783174,-0.5066282,-0.25148016,0.6418391,-1.2137468,0.4438778,14.453819
0.99150884,0.0063489475,1.5437804,0.9671034,0.77006316,-1.2075579,0.9350408,-1.8923287,-0.72957426,0.27898288,39.313984
-0.8135991,-1.4993149,0.27924535,1.4289869,-0.03450955,0.08454028,-0.6066699,-0.85709256,0.9746094,0.30559927,-27.9572
0.019870391,0.2028148,0.27059153,0.7435851,-1.3260514,-0.24104598,0.44113395,-1.2078578,-0.9274722,-0.6682022,19.288322
0.2024925,1.3454777,0.8067132,-1.0900074,-0.9693605,-0.96394175,-1.2392535,-0.29501954,0.32419032,-1.0728191,29.551083
0.28380623,0.010687729,0.21108419,0.12106112,-0.97807,1.4897343,0.38018137,-1.1146486,0.5082564,0.17281157,4.502113
-0.010026673,-1.2914541,-0.90806156,-1.5865179,0.9889049,0.9829821,-1.018629,0.56899816,1.2375671,-0.19902904,-33.560974
-0.98868465,-0.7459951,-0.6480284,0.41094697,1.9750177,2.256737,0.3346777,0.28366262,0.2648926,-0.9740982,-14.539106
-1.3461202,1.1975493,0.034445666,0.48736987,-1.7289509,-1.0117127,-0.15169987,1.7212123,0.33185476,0.43346685,-17.458256
-0.87271565,0.70221883,0.34143,-3.329859,1.3153142,0.18063267,-0.9438864,1.0107689,0.738337,-1.5917002,-1.6584251
0.44682205,1.7952232,-0.4178255,0.15628238,0.49829847,0.006801376,-0.70737535,1.5250112,-2.31103,-0.37850046,37.904842
1.4705098,-0.41581967,1.5920255,-0.2985731,-1.5995824,1.4032698,-0.006711309,-0.3176317,-0.66575694,0.9014069,24.937351
0.81870615,-0.39455435,-0.40846404,-0.067149594,1.3711686,0.29874694,-1.1679398,0.06523433,-0.51902705,0.1774484,6.797342
-1.7179593,-0.32028925,-1.0408679,-0.55835515,-1.6661798,0.09381602,-0.8995259,-0.06879266,0.64793676,0.110751115,-49.802895
-0.9688333,0.8017124,1.2888576,-2.6208758,1.1273361,0.038933024,0.73095167,-0.59099275,0.57422227,0.008761854,-1.9267561
0.09654392,-0.2968488,1.3675692,0.877795,-2.0614629,-1.1613497,-0.41706523,0.3059271,0.22309443,0.6820393,1.1893107
0.37503105,0.52051526,-1.2294283,-0.07168541,0.5946933,-1.1806768,0.13702072,0.8114791,0.09562966,1.1355953,-14.153853
0.8837414,0.6006698,-0.72424996,1.4770408,1.5203397,-0.52357674,-0.47313857,3.0562947,-0.64942145,0.15432228,17.181076
0.45285997,0.2008186,1.2898694,-0.2666754,-0.33290467,0.35510418,-0.15671346,2.5279074,0.92511785,0.6269223,4.7478795
-0.26469418,1.0899373,-1.4662604,0.062254325,-0.919402,1.1132618,1.2275114,-0.20458448,0.8514997,1.0321419,-20.087126
